,Stock Name,Price 6/27/2016,Price 6/28/2016,%Change
1212,"""PTF""",35.58,36.45,2.445193929
1213,"""PUI""",26.982,27.17,0.696760803
1214,"""IDLB""",23.45,24.06,2.601279318
1215,"""PRFZ""",91.9,93.49,1.730141458
1216,"""PIO""",20.464,20.871,1.988858483
1217,"""PGJ""",26.68,27.27,2.211394303
1218,"""PEY""",14.81,15,1.282916948
1219,"""IPKW""",24.84,25.37,2.133655395
1220,"""PID""",13.21,13.6,2.952308857
1221,"""KBWB""",30.98,31.95,3.131052292
1222,"""KBWD""",19.93,20.27,1.705970898
1223,"""KBWY""",33.869,34.55,2.01068824
1224,"""KBWP""",46.73,47.84,2.375347742
1225,"""KBWR""",37.13,38.127,2.685160248
1226,"""LDRI""",25.147,25.14,-0.027836322
1227,"""PNQI""",72.45,74.11,2.291235335
1228,"""PDBC""",17.42,17.69,1.549942595
1229,"""QQQ""",102.22,104.46,2.191351986
1230,"""IUS""",3.38,3.38,0
1231,"""USLB""",25.012,25.24,0.91156245
1232,"""PSCD""",45.588,46.02,0.947617794
1233,"""PSCC""",62.47,62.6,0.208099888
1234,"""PSCE""",15.04,15.61,3.789893617
1235,"""PSCF""",39.882,40.55,1.674941076
1236,"""PSCH""",67.04,68.46,2.118138425
1237,"""PSCI""",43.248,43.48,0.536440991
1238,"""PSCT""",52.34,53.23,1.700420329
1239,"""PSCM""",32.84,33.136,0.901339829
1240,"""PSCU""",47.61,47.74,0.27305188
1241,"""PHO""",22.59,22.84,1.106684374
1242,"""ISTR""",15.65,15.65,0
1243,"""ICMB""",8.25,8.3,0.606060606
1244,"""ISBC""",10.71,10.83,1.120448179
1245,"""ITIC""",91.11,94,3.171989902
1246,"""NVIV""",5.54,5.81,4.873646209
1247,"""IONS""",20.62,22.49,9.068865179
1248,"""IOVA""",7.44,7.78,4.569892473
1249,"""IPGP""",76.5,77.73,1.607843137
1250,"""IRMD""",20.34,21.21,4.277286136
1251,"""IRIX""",14.21,14.45,1.688951443
1252,"""IRDM""",8.2,8.33,1.585365854
1253,"""IRBT""",33.95,34.34,1.148748159
1254,"""IRWD""",12.18,12.8,5.090311987
1255,"""IRCP""",38,39.18,3.105263158
1256,"""SLQD""",50.869,50.9,0.060940848
1257,"""ISHG""",81.53,81.79,0.318901018
1258,"""SHY""",85.28,85.31,0.035178236
1259,"""TLT""",139.17,139.46,0.208378242
1260,"""IEI""",127.44,127.45,0.00784683
1261,"""IEF""",113.18,113.16,-0.017670967
1262,"""AIA""",42.18,43.27,2.58416311
1263,"""USIG""",112.84,113.23,0.34562212
1264,"""COMT""",31.64,32.22,1.83312263
1265,"""ISTB""",101.281,101.3,0.018759688
1266,"""IXUS""",46.23,47.42,2.574086091
1267,"""IUSG""",78.047,79.41,1.746383589
1268,"""IUSV""",127.71,130.01,1.800955289
1269,"""IUSB""",103.58,103.69,0.106198108
1270,"""HEWG""",21.74,22.1,1.655933763
1271,"""XT""",23,23.5,2.173913043
1272,"""FALN""",24.79,25.181,1.577248891
1273,"""IFEU""",33.3,34.46,3.483483483
1274,"""IFGL""",27.59,28.48,3.225806452
1275,"""IGF""",38.26,39.07,2.11709357
1276,"""GNMA""",51.15,51.2,0.097751711
1277,"""HYXE""",49.525,49.55,0.050479556
1278,"""IGIB""",110.84,111.19,0.31577048
1279,"""IGOV""",99.03,99.44,0.414015955
1280,"""EMB""",112.65,113.48,0.736795384
1281,"""MBB""",109.94,109.94,0
1282,"""JKI""",119.368,121.95,2.163058776
1283,"""ACWX""",36.79,37.78,2.690948627
1284,"""ACWI""",53.29,54.45,2.176768625
1285,"""AAXJ""",51.74,53.06,2.551217627
1286,"""EWZS""",9.3,9.62,3.440860215
1287,"""MCHI""",40,40.99,2.475
1288,"""SCZ""",45.915,47.2,2.798649679
1289,"""EEMA""",49.03,51.19,4.405466041
1290,"""EUFN""",14.67,15.15,3.27198364
1291,"""IEUS""",38.85,40.047,3.081081081
1292,"""RING""",11.6,11.34,-2.24137931
1293,"""SDG""",45.35,46.445,2.414553473
1294,"""ENZL""",40.88,41.7,2.005870841
1295,"""QAT""",18.01,18.19,0.999444753
1296,"""TUR""",37.95,39.2,3.293807642
1297,"""UAE""",16.22,16.22,0
1298,"""IBB""",241.49,250.66,3.797258686
1299,"""SOXX""",87.94,90.24,2.615419604
1300,"""PFF""",39.21,39.65,1.122162714
1301,"""EMIF""",28.032,28.83,2.846746575
1302,"""ICLN""",8.16,8.53,4.534313725
1303,"""WOOD""",43.1,43.84,1.716937355
1304,"""INDY""",27.15,27.67,1.915285451
1305,"""IJT""",121.36,123.15,1.47495056
1306,"""DVY""",81.4,82.36,1.179361179
1307,"""SHV""",110.44,110.42,-0.018109381
1308,"""IGSB""",105.79,105.89,0.094526893
1309,"""ITMR""",25.69,0.315,-98.77384196
1310,"""ITI""",2.75,2.8,1.818181818
1311,"""ITRI""",40.52,41.19,1.653504442
1312,"""ITRN""",21.9,22.01,0.502283105
1313,"""ISEE""",49.97,51.68,3.422053232
1314,"""IZEA""",7.1,7.39,4.084507042
1315,"""JJSF""",113.1,113,-0.08841733
1316,"""MAYS""",49.5,50,1.01010101
1317,"""JBHT""",76.92,78.26,1.742069683
1318,"""JCOM""",60.04,60.65,1.01598934
1319,"""JKHY""",82.05,84.48,2.961608775
1320,"""JACK""",84.15,83.84,-0.36838978
1321,"""JAGX""",1.9,2,5.263157895
1322,"""JAKK""",7.61,7.64,0.394218134
1323,"""JRVR""",32.59,32.94,1.073949064
1324,"""JAN""",6.15,5.8,-5.691056911
1325,"""JSML""",26.06,26.64,2.225633154
1326,"""JSMD""",26.58,26.94,1.354401806
1327,"""JASN""",3.62,3.73,3.038674033
1328,"""JAZZ""",132.61,137.07,3.363245607
1329,"""JD""",20.24,20.32,0.395256917
1330,"""JBLU""",15.15,15.73,3.828382838
1331,"""JCTCF""",11.12,10.83,-2.607913669
1332,"""JMU""",3.53,3.59,1.699716714
1333,"""JBSS""",44.65,43.68,-2.172452408
1334,"""JOUT""",24.75,25.13,1.535353535
1335,"""KALU""",85.31,86.61,1.523854179
1336,"""KALV""",0.613,0.64,4.4045677
1337,"""KMDA""",3.62,3.65,0.828729282
1338,"""KNDI""",6.4,6.63,3.59375
1339,"""KPTI""",6.76,7.02,3.846153846
1340,"""KZIA""",1.83,1.9,3.825136612
1341,"""KBSF""",0.35,0.36,2.857142857
1342,"""KRNY""",12.23,12.18,-0.408830744
1343,"""KELYA""",18.27,18.3,0.164203612
1344,"""KELYB""",19.4,19.4,0
1345,"""KMPH""",3.62,3.86,6.629834254
1346,"""KFFB""",8.49,8.49,0
1347,"""KEQU""",18.98,19,0.105374078
1348,"""KTCC""",7.12,7.19,0.983146067
1349,"""KFRC""",16.07,16.03,-0.248911014
1350,"""KE""",12.04,12.05,0.083056478
1351,"""KBAL""",10.94,10.95,0.091407678
1352,"""KIN""",3.25,3.31,1.846153846
1353,"""KGJI""",1.81,1.85,2.209944751
1354,"""KINS""",8.41,8.69,3.329369798
1355,"""KIRK""",14.5,14.49,-0.068965517
1356,"""KTOV""",3.85,3.39,-11.94805195
1357,"""KLAC""",71.27,71.99,1.010242739
1358,"""KOD""",2.585,10.16,293.0367505
1359,"""KOPN""",2.14,2.12,-0.934579439
1360,"""KRNT""",8.83,9.23,4.530011325
1361,"""KOSS""",1.99,1.99,0
1362,"""KWEB""",31.86,32.64,2.448210923
1363,"""KTOS""",3.8,3.89,2.368421053
1364,"""KLIC""",11.57,11.67,0.864304235
1365,"""KURA""",2.69,2.83,5.204460967
1366,"""KVHI""",8.03,7.79,-2.98879203
1367,"""FSTR""",10.35,10.49,1.352657005
1368,"""LJPC""",15.42,16.41,6.420233463
1369,"""LSBK""",13.08,13.7,4.740061162
1370,"""LBAI""",10.82,11.04,2.033271719
1371,"""LKFN""",44.78,45.22,0.98258151
1372,"""LAKE""",8.48,8.49,0.117924528
1373,"""LRCX""",79.96,81.67,2.138569285
1374,"""LAMR""",62.07,63.05,1.578862575
1375,"""LANC""",124.08,123.41,-0.53997421
1376,"""LNDC""",10.29,10.41,1.166180758
1377,"""LARK""",25.14,25.71,2.267303103
1378,"""LMRK""",15.85,15.85,0
1379,"""LMRKP""",25.45,25.45,0
1380,"""LE""",15.64,15.72,0.511508951
1381,"""LSTR""",65.15,66.97,2.793553338
1382,"""LNTH""",3.15,3.65,15.87301587
1383,"""LTRX""",1.08,1.08,0
1384,"""LSCC""",4.93,5.1,3.448275862
1385,"""LAWS""",19.23,19.5,1.404056162
1386,"""LCNB""",15.7,15.85,0.955414013
1387,"""LVHD""",27.29,27.54,0.916086479
1388,"""LMAT""",13.89,14.01,0.863930886
1389,"""TREE""",79.44,81.24,2.265861027
1390,"""LXRX""",13.14,13.56,3.196347032
1391,"""LGIH""",29.14,30.35,4.152367879
1392,"""LHCG""",41.55,41.53,-0.048134777
1393,"""LLIT""",1.61,1.63,1.242236025
1394,"""LBRDA""",56.24,56.88,1.137980085
1395,"""LBRDK""",56.64,57.17,0.935734463
1396,"""LBTYA""",26.99,29.47,9.188588366
1397,"""LBTYB""",27.62,29.11,5.394641564
1398,"""LBTYK""",26.71,28.88,8.124298016
1399,"""LILA""",32.95,32.06,-2.701062215
1400,"""LILAK""",32.71,32.07,-1.956588199
1401,"""BATRA""",14.71,14.27,-2.991162475
1402,"""BATRK""",14.35,14.03,-2.229965157
1403,"""FWONA""",17.85,18.2,1.960784314
1404,"""FWONK""",17.7,17.97,1.525423729
1405,"""LSXMA""",29.49,30.12,2.136317396
1406,"""LSXMB""",28.6,30.5,6.643356643
1407,"""LSXMK""",29.29,30,2.424035507
1408,"""LTRPA""",20.04,20.34,1.497005988
1409,"""LTRPB""",19.83,21.3,7.41301059
1410,"""LCUT""",14.87,14.56,-2.084734364
1411,"""LFVN""",12.18,13.48,10.67323481
1412,"""LWAY""",8.93,9,0.78387458
1413,"""LGND""",113.12,117.64,3.995756719
1414,"""LTBR""",0.39,0.42,7.692307692
1415,"""LPTH""",1.74,1.77,1.724137931
1416,"""LLEX""",1.4,2,42.85714286
1417,"""LMB""",9.855,9.09,-7.762557078
1418,"""LLNW""",1.32,1.41,6.818181818
1419,"""LMST""",1.55,1.53,-1.290322581
1420,"""LMNR""",16.78,16.84,0.357568534
1421,"""LINC""",1.38,1.45,5.072463768
1422,"""LECO""",56.47,56.98,0.903134408
1423,"""LIND""",8.77,9.37,6.841505131
1424,"""LPCN""",7.19,6.27,-12.79554937
1425,"""LIQT""",0.58,0.65,12.06896552
1426,"""YVR""",1.62,1.54,-4.938271605
1427,"""LQDT""",7.25,7.19,-0.827586207
1428,"""LFUS""",113.01,116.43,3.02628086
1429,"""LIVN""",47.91,48.86,1.982884575
1430,"""LOB""",13.7,13.71,0.072992701
1431,"""LIVE""",1.5,1.54,2.666666667
1432,"""LPSN""",6.16,6.06,-1.623376623
1433,"""LKQ""",29.52,30.42,3.048780488
1434,"""LMFA""",8.22,8.25,0.364963504
1435,"""LOGI""",15.01,15.52,3.397734843
1436,"""LOGM""",58.26,61.17,4.994850669
1437,"""CNCR""",20.891,22.067,5.629218324
1438,"""LONE""",4.24,4.66,9.905660377
1439,"""LORL""",34.39,34.83,1.279441698
1440,"""LPLA""",21.15,21.53,1.796690307
1441,"""LYTS""",10.49,10.42,-0.667302193
1442,"""LULU""",69,69.87,1.260869565
1443,"""LITE""",22.33,23.53,5.373936408
1444,"""LMNX""",18.99,19.21,1.158504476
1445,"""LUNA""",1.13,1.22,7.96460177
1446,"""LBC""",11.6,11.5,-0.862068966
1447,"""MCBC""",6.89,7.04,2.177068215
1448,"""MFNC""",11.18,11.18,0
1449,"""MTSI""",29.805,31.72,6.42509646
1450,"""MGNX""",23.05,25.86,12.19088937
1451,"""MDGL""",0.261,0.28,7.279693487
1452,"""MAGS""",4.69,4.78,1.918976546
1453,"""MGLN""",62.42,63.98,2.499198975
1454,"""MGIC""",6.5,6.6,1.538461538
1455,"""MGYR""",10.096,10.096,0
1456,"""MHLD""",11.7,11.9,1.709401709
1457,"""MNSB""",11.75,11.77,0.170212766
1458,"""MJCO""",4.8,5.11,6.458333333
1459,"""MMYT""",14.4,14.25,-1.041666667
1460,"""MBUU""",11.58,11.73,1.295336788
1461,"""MLVF""",15.4,15.45,0.324675325
1462,"""MANH""",60.69,61.27,0.955676388
1463,"""LOAN""",5.05,5.17,2.376237624
1464,"""MNTX""",6.42,6.58,2.492211838
1465,"""MTEX""",20.05,20.45,1.995012469
1466,"""MNKD""",1.17,1.18,0.854700855
1467,"""MANT""",35.3,35.53,0.651558074
1468,"""MARA""",2.52,2.67,5.952380952
1469,"""MCHX""",3.17,3.1,-2.208201893
1470,"""MRIN""",2.31,2.31,0
1471,"""MARPS""",4.1,4.235,3.292682927
1472,"""MRNS""",1.24,1.3,4.838709677
1473,"""MRKR""",5.76,6,4.166666667
1474,"""MKTX""",135.87,141.26,3.967027306
1475,"""MRLN""",15.1,15.37,1.78807947
1476,"""MAR""",61.21,62.59,2.254533573
1477,"""MBII""",0.87,0.77,-11.49425287
1478,"""MRTN""",19.65,19.17,-2.442748092
1479,"""MMLP""",21.91,22.83,4.198995892
1480,"""MRVL""",9.12,9.23,1.206140351
1481,"""MASI""",50.17,50.61,0.877018138
1482,"""MCFT""",10.47,10.94,4.489016237
1483,"""MTCH""",14.06,14.16,0.711237553
1484,"""MTLS""",6.91,7.15,3.473227207
1485,"""MTRX""",15.26,15.55,1.900393185
1486,"""MAT""",28.89,29.85,3.322949117
1487,"""MATW""",52.25,52.44,0.363636364
1488,"""MXIM""",33.84,34.43,1.743498818
1489,"""MGRC""",29.17,29.52,1.199862873
1490,"""MDCA""",16.68,17.12,2.637889688
1491,"""MFIN""",7,7.105,1.5
1492,"""MFINL""",25.8,25.81,0.03875969
1493,"""MNOV""",6.96,7.29,4.74137931
1494,"""MDGS""",51.84,45.6,-12.03703704
1495,"""MDWD""",7.77,7.63,-1.801801802
1496,"""MEIP""",1.27,1.37,7.874015748
1497,"""MLCO""",12.06,12.45,3.233830846
1498,"""MLNT""",16.05,16.28,1.433021807
1499,"""MLNX""",46,46.48,1.043478261
1500,"""MTSL""",1.1,1.03,-6.363636364
1501,"""MELI""",126.88,132.67,4.563366961
1502,"""MBWM""",23.18,22.69,-2.113891286
1503,"""MERC""",7.7,7.68,-0.25974026
1504,"""MRCY""",23.92,24.14,0.919732441
1505,"""EBSB""",14.08,14.21,0.923295455
1506,"""VIVO""",18.19,18.49,1.649257834
1507,"""MMSI""",18.44,18.74,1.626898048
1508,"""MACK""",5.29,5.53,4.536862004
1509,"""MRUS""",8.09,8,-1.112484549
1510,"""MLAB""",119.21,118.55,-0.553644828
1511,"""CASH""",50.04,49.64,-0.799360512
1512,"""MEOH""",27.97,29.18,4.32606364
1513,"""MGEE""",55.45,55.17,-0.504959423
1514,"""MGPI""",37.62,38.82,3.189792663
1515,"""MBOT""",0.37,0.381,2.972972973
1516,"""MCHP""",48.13,49.36,2.555578641
1517,"""MU""",12.23,12.99,6.21422731
1518,"""MSFT""",48.43,49.44,2.085484204
1519,"""MSTR""",167.13,168.15,0.610303357
1520,"""MVIS""",1.65,1.66,0.606060606
1521,"""MICT""",2.2,1.856,-15.63636364
1522,"""MPB""",15.899,15.9,0.006289704
1523,"""MTP""",29.1,29.4,1.030927835
1524,"""MCEP""",1.73,1.89,9.248554913
1525,"""MBCN""",31.662,15.83,-50.00315836
1526,"""MSEX""",41.86,41.73,-0.310559006
1527,"""MSBI""",21.25,21.06,-0.894117647
1528,"""MSVB""",6.2234,6.2234,0
1529,"""MOFG""",27.54,28.14,2.178649237
1530,"""MLND""",71.4,79.95,11.97478992
1531,"""MIME""",10.05,10.05,0
1532,"""MNDO""",2.05,2.07,0.975609756
1533,"""NERV""",9.56,10.12,5.857740586
1534,"""MGEN""",0.462,0.49,6.060606061
1535,"""MRTX""",5.55,5.57,0.36036036
1536,"""MSON""",5.07,4.961,-2.149901381
1537,"""MIND""",3.72,3.7,-0.537634409
1538,"""MINDP""",24.4,24.574,0.713114754
1539,"""MITK""",6.43,6.87,6.842923795
1540,"""MKSI""",39.57,40.94,3.462218853
1541,"""MMAC""",18.07,18,-0.387382402
1542,"""MTC""",0.015,0.015,0
1543,"""MINI""",31.93,31.95,0.062637018
1544,"""MOBL""",2.89,3.01,4.152249135
1545,"""MWK""",166.329,159.139,-4.322757908
1546,"""MTEM""",0.355,0.62,74.64788732
1547,"""MBRX""",6.74,6.76,0.296735905
1548,"""MNTA""",9.75,10.23,4.923076923
1549,"""MOMO""",10.24,10.43,1.85546875
1550,"""MKGI""",2.3,2.2,-4.347826087
1551,"""MCRI""",21.03,20.6,-2.04469805
1552,"""MDLZ""",41.38,41.85,1.135814403
1553,"""MGI""",6.61,6.94,4.992435703
1554,"""MPWR""",63.3,66.35,4.818325434
1555,"""MNRO""",63.67,62.94,-1.146536831
1556,"""MRCC""",14.21,14.56,2.463054187
1557,"""MNST""",154.81,154.46,-0.226083586
1558,"""MORN""",76.72,77.92,1.564129301
1559,"""MOSY""",0.39,0.4,2.564102564
1560,"""MPAA""",27.7,27.36,-1.227436823
1561,"""MPVD""",4.54,4.66,2.643171806
1562,"""MOXC""",36,36,0
1563,"""COOP""",2.16,2.13,-1.388888889
1564,"""MSBF""",13.52,13.78,1.923076923
1565,"""MTBC""",0.86,0.85,-1.162790698
1566,"""MTBCP""",26.802,26.802,0
1567,"""MTSC""",42.58,43.77,2.794739314
1568,"""MFSF""",25.32,26.29,3.830963665
1569,"""MVBF""",13,13,0
1570,"""MYL""",41.81,42.82,2.415690026
1571,"""MYOK""",12.22,12.23,0.081833061
1572,"""MYOS""",1.96,1.86,-5.102040816
1573,"""MYRG""",22.71,22.89,0.792602378
1574,"""MYGN""",29.12,29.58,1.57967033
1575,"""NBRV""",6.99,7.29,4.291845494
1576,"""NAKD""",1.42,1.42,0
1577,"""NNDM""",6.8,6.56,-3.529411765
1578,"""NSTG""",12.28,12.37,0.732899023
1579,"""NAOV""",5.3,5.3,0
1580,"""NH""",12.95,13.22,2.084942085
1581,"""NK""",5.81,6.07,4.475043029
1582,"""NSSC""",6.19,6.34,2.423263328
1583,"""NDAQ""",61.43,62.6,1.90460687
1584,"""NTRA""",12.82,11.8,-7.956318253
1585,"""NATH""",42.08,43.11,2.447718631
1586,"""NKSH""",33.1,33.08,-0.060422961
1587,"""FIZZ""",61.1,59.29,-2.962356792
1588,"""NCMI""",14.52,14.44,-0.550964187
1589,"""NGHC""",20.17,20.64,2.330193356
1590,"""NGHCO""",25.94,26.16,0.848111025
1591,"""NGHCP""",25.85,25.98,0.502901354
1592,"""NGHCZ""",25.15,25.243,0.369781312
1593,"""NHLD""",2.94,3,2.040816327
1594,"""NATI""",25.94,26.41,1.811873554
1595,"""NRC""",13.52,13.59,0.517751479
1596,"""NSEC""",17.8,17.8,0
1597,"""NWLI""",191.27,194.94,1.918753594
1598,"""NAII""",10.6,10.73,1.226415094
1599,"""NHTC""",27.89,28.42,1.900322696
1600,"""NATR""",9.81,9.9,0.917431193
1601,"""NTUS""",35.96,37.14,3.281423804
1602,"""JSM""",20.12,20.73,3.031809145
1603,"""NAVI""",11.01,11.42,3.723887375
1604,"""NBTB""",26.9,27.31,1.524163569
1605,"""NKTR""",13.39,13.76,2.763256161
1606,"""NMRD""",1.99,1.99,0
1607,"""NEOG""",52.2,53.29,2.088122605
1608,"""NEO""",7.79,7.88,1.155327343
1609,"""NLTX""",6.16,6.37,3.409090909
1610,"""NEON""",1.57,1.555,-0.955414013
1611,"""NEOS""",8.72,9.02,3.440366972
1612,"""NVCN""",0.49,0.587,19.79591837
1613,"""NEPH""",2.34,2.43,3.846153846
1614,"""NEPT""",0.99,1.04,5.050505051
1615,"""UEPS""",9,9.04,0.444444444
1616,"""NETE""",1.76,1.82,3.409090909
1617,"""NTAP""",22.96,23.18,0.958188153
1618,"""NTES""",166.66,173,3.804152166
1619,"""NFLX""",85.33,87.97,3.093870854
1620,"""NTGR""",45.13,45.79,1.462441835
1621,"""NTCT""",21.46,21.29,-0.792171482
1622,"""NTWK""",5.42,5.69,4.981549815
1623,"""NBIX""",41.79,43.88,5.001196458
1624,"""NURO""",1.73,1.74,0.578034682
1625,"""NBEV""",1.41,1.58,12.05673759
1626,"""NFE""",9,9,0
1627,"""NPA""",0.03,0.03,0
1628,"""NYMT""",5.81,5.98,2.925989673
1629,"""NYMTO""",23.32,23.39,0.300171527
1630,"""NYMTP""",23.06,23.62,2.428447528
1631,"""NWL""",45.08,46.96,4.170363798
1632,"""NLNK""",9.95,10.83,8.844221106
1633,"""NWS""",10.94,11.02,0.731261426
1634,"""NWSA""",10.62,10.73,1.035781544
1635,"""NEWT""",12.11,12.21,0.825763832
1636,"""NXST""",45.29,45.37,0.176639435
1637,"""NEXT""",10.03,9.987,-0.428713858
1638,"""NXGN""",11.14,11.41,2.423698384
1639,"""BIMI""",0.665,0.665,0
1640,"""NGM""",32.483,14.7,-54.74555922
1641,"""EGOV""",20.38,20.61,1.128557409
1642,"""NICE""",59.88,60.48,1.002004008
1643,"""NICK""",10.1,10.13,0.297029703
1644,"""NCBS""",35.59,35.74,0.421466704
1645,"""NIHD""",2.785,2.83,1.615798923
1646,"""NIU""",9.784,11.73,19.8896157
1647,"""NMIH""",5.11,5.26,2.935420744
1648,"""NNBR""",13.35,13.54,1.423220974
1649,"""NDLS""",9.73,9.71,-0.205549846
1650,"""NDSN""",78.68,80.12,1.830198271
1651,"""NSYS""",3.79,3.69,-2.638522427
1652,"""NBN""",11.26,11.29,0.26642984
1653,"""NTIC""",5.275,5.275,0
1654,"""NTRS""",61.67,63.57,3.080914545
1655,"""NTRSP""",27.73,27.71,-0.072124053
1656,"""NFBK""",14.39,14.39,0
1657,"""NRIM""",24.62,25.88,5.117790414
1658,"""NWBI""",13.96,14.18,1.575931232
1659,"""NWPX""",10.48,10.64,1.526717557
1660,"""NCLH""",38.21,38.44,0.601936666
1661,"""NWFL""",27.56,27.881,1.164731495
1662,"""NVFY""",0.4,0.39,-2.5
1663,"""NVMI""",10.67,10.95,2.624179944
1664,"""NOVT""",14.65,14.77,0.819112628
1665,"""NVAX""",6.27,6.97,11.16427432
1666,"""NVCR""",10.28,11,7.003891051
1667,"""NVUS""",5.09,5.17,1.571709234
1668,"""NUAN""",14.72,15.1,2.581521739
1669,"""NUVA""",57.79,58.77,1.69579512
1670,"""NVTR""",7.01,7.37,5.135520685
1671,"""QQQX""",16.98,17.25,1.590106007
1672,"""NVEE""",25.67,26.18,1.986754967
1673,"""NVEC""",57.98,56.98,-1.724732666
1674,"""NVDA""",45.24,45.9,1.458885942
1675,"""NXPI""",75.04,76.47,1.90565032
1676,"""NXTD""",0.348,0.35,0.574712644
1677,"""NYMX""",3.6,3.73,3.611111111
1678,"""OIIM""",1.51,1.49,-1.324503311
1679,"""OVLY""",9.575,9.64,0.678851175
1680,"""OCSL""",4.75,4.82,1.473684211
1681,"""OCSLL""",25.45,25.35,-0.392927308
1682,"""OCSI""",7.64,7.81,2.22513089
1683,"""OBCI""",2.28,2.28,0
1684,"""OPTT""",2.56,2.62,2.34375
1685,"""OCFC""",17.77,17.68,-0.506471581
1686,"""OFED""",19.74,19.62,-0.607902736
1687,"""OCGN""",106.2,106.8,0.564971751
1688,"""OCUL""",4.64,5.06,9.051724138
1689,"""OMEX""",2,2.01,0.5
1690,"""ODP""",3.14,3.2,1.910828025
1691,"""OPI""",86.32,89.56,3.75347544
1692,"""OPINI""",24.87,25.02,0.603136309
1693,"""OFS""",12.62,12.83,1.664025357
1694,"""OCCI""",3.635,3.635,0
1695,"""OHAI""",2.12,2.03,-4.245283019
1696,"""OVBC""",22.1,21.81,-1.312217195
1697,"""ODFL""",57.15,57.74,1.032370954
1698,"""OLBK""",17.92,17.77,-0.837053571
1699,"""ONB""",11.68,11.93,2.140410959
1700,"""OPOF""",19.12,18.88,-1.255230126
1701,"""OSBC""",6.71,6.55,-2.384500745
1702,"""OSBCP""",10.2,10.24,0.392156863
1703,"""OLLI""",23.18,23.97,3.40811044
1704,"""ZEUS""",24.81,25.83,4.111245466
1705,"""OFLX""",38.58,38.84,0.673924313
1706,"""OMER""",9.53,10.24,7.450157398
1707,"""OMCL""",33.57,33.67,0.297885016
1708,"""ON""",8.24,8.67,5.218446602
1709,"""ONCY""",0.362,0.373,3.038674033
1710,"""ONTX""",5.51,6,8.89292196
1711,"""ONCS""",1.59,1.68,5.660377358
1712,"""ONCT""",37.8,40.6,7.407407407
1713,"""OSPN""",15.57,15.91,2.183686577
1714,"""OSW""",0.005,0.005,0
1715,"""OPBK""",5.851,5.85,-0.017091096
1716,"""OTEX""",57.34,57.96,1.08126962
1717,"""OPRA""",7.25,5.25,-27.5862069
1718,"""OPGN""",1.4,1.56,11.42857143
1719,"""OPNT""",8.6,8.4,-2.325581395
1720,"""OPK""",8.82,9.26,4.988662132
1721,"""OBAS""",7.34,7.34,0
1722,"""OCC""",2.275,2.22,-2.417582418
1723,"""OPRX""",1.14,1.1,-3.50877193
1724,"""OPHC""",3.78,3.78,0
1725,"""BIOS""",2.4,2.5,4.166666667
1726,"""OPB""",31.72,32.32,1.891551072
1727,"""ORMP""",7.97,8.06,1.12923463
1728,"""OSUR""",6.55,6.73,2.748091603
1729,"""ORBC""",9.57,9.61,0.417972832
1730,"""ORLY""",267.73,271.43,1.381989318
1731,"""OGI""",0.394,1.288,226.9035533
1732,"""ONVO""",3.1,3.36,8.387096774
1733,"""ORGS""",4.68,4.68,0
1734,"""SEED""",1.96,1.649,-15.86734694
1735,"""OESX""",1.13,1.19,5.309734513
1736,"""ORIT""",15.55,15.62,0.450160772
1737,"""ORRF""",17.85,17.95,0.56022409
1738,"""OFIX""",41.64,42.08,1.056676273
1739,"""OSIS""",54.66,55.41,1.372118551
1740,"""OSN""",0.77,0.81,5.194805195
1741,"""OTEL""",3.87,4.11,6.201550388
1742,"""OTIC""",14.93,15.68,5.023442733
1743,"""OTTW""",9.9245,10.0671,1.436848204
1744,"""OTTR""",32.46,32.43,-0.092421442
1745,"""OTLK""",26.8,26.48,-1.194029851
1746,"""OSTK""",15.57,15.59,0.128452152
1747,"""OXBR""",5.11,5.01,-1.956947162
1748,"""OXFD""",8.57,8.65,0.933488915
1749,"""OXLC""",7.64,7.94,3.926701571
1750,"""OXLCO""",24.982,25.139,0.628452486
1751,"""OXSQ""",5.11,5.2,1.761252446
1752,"""PFIN""",9.26,9.24,-0.215982721
1753,"""PTSI""",15.14,15.16,0.132100396
1754,"""PCAR""",48.88,49.83,1.943535188
1755,"""PACB""",7.76,7.57,-2.448453608
1756,"""PEIX""",4.68,4.88,4.273504274
1757,"""PMBC""",6.79,6.88,1.325478645
1758,"""PPBI""",22.87,22.86,-0.043725404
1759,"""PCRX""",37.98,38.88,2.369668246
1760,"""PACW""",35.84,36.96,3.125
1761,"""PAAS""",14.82,15.1,1.889338731
1762,"""PANL""",2.352,2.33,-0.93537415
1763,"""PZZA""",65.82,65.98,0.243087208
1764,"""PRTK""",12.52,13.22,5.591054313
1765,"""TEUM""",0.164,0.17,3.658536585
1766,"""PCYG""",8.66,8.38,-3.233256351
1767,"""PKBK""",12.84,12.84,0
1768,"""PTNR""",4.03,4.26,5.70719603
1769,"""PBHC""",11.262,11.175,-0.772509323
1770,"""PATK""",56.39,57.63,2.198971449
1771,"""PNBK""",13.23,13.18,-0.377928949
1772,"""PATI""",19.84,19.84,0
1773,"""PEGI""",21.43,21.8,1.726551563
1774,"""PDCO""",45.67,46.44,1.686008321
1775,"""PTEN""",19.33,19.85,2.690118986
1776,"""PAYX""",54.27,55.53,2.32172471
1777,"""PCTY""",39,40.07,2.743589744
1778,"""PYPL""",34.2,35.24,3.040935673
1779,"""PAYS""",0.19,0.19,0
